question,rag_memory_diff,rag_elapsed_time,rag_estimated_cpu_usage,rag_psutil_cpu_usage,rag_response_size,rag_token_count,rag_gpu_memory_used_nvml,rag_gpu_utilization_nvml,rag_gpu_memory_used_smi,rag_gpu_utilization_smi,rag_gpu_utilization_torch_diff,no_context_memory_diff,no_context_elapsed_time,no_context_estimated_cpu_usage,no_context_psutil_cpu_usage,no_context_response_size,no_context_token_count,no_context_gpu_memory_used_nvml,no_context_gpu_utilization_nvml,no_context_gpu_memory_used_smi,no_context_gpu_utilization_smi,no_context_gpu_utilization_torch_diff
"""How to view recorded footage on Arlo Ultra?""",0.0,0.7837173938751221,1.2759701492071656,5.45,174,38,0.0,-23,0.0,-23.0,0.0,0.0,4.006109714508057,0.4992374504260869,6.25,1958,411,0.0,-2,0.0,-2.0,0.0
"""How to delete recordings from Arlo Ultra?""",0.0,0.6939585208892822,1.4410083166360859,5.7,141,30,0.0,-11,0.0,-11.0,0.0,0.0,3.8675343990325928,0.7756879940746021,5.95,1701,401,0.0,-22,0.0,-22.0,0.0
"""How to use Arlo Ultra in low power mode?""",0.0,0.7060863971710205,0.0,5.25,162,30,0.0,-11,0.0,-11.0,0.0,0.0,3.5399529933929443,0.8474688804052641,5.65,1782,372,0.0,-22,0.0,-22.0,0.0
"""How to share Arlo Ultra footage with the police?""",0.0,0.7207984924316406,0.0,5.75,169,36,0.0,-14,0.0,-14.0,0.0,0.0,4.170517921447754,0.9591134903003496,5.95,2413,427,0.0,0,0.0,0.0,0.0
"""What if Blink Outdoor camera is not recording at night?""",0.0,0.7654452323913574,1.3064291966062043,5.6,233,40,0.0,-3,0.0,-3.0,0.0,0.0,4.763647556304932,1.0496158544273686,5.95,2430,513,0.0,-16,0.0,-16.0,0.0
"""How to set activity zones on Blink Outdoor?""",0.0,0.5460963249206543,0.0,5.75,109,20,0.0,0,0.0,-28.0,0.0,0.0,3.654407262802124,0.8209265646270021,6.0,1906,390,0.0,-11,0.0,-11.0,0.0
"""In case of frequent false alerts, how to adjust Blink Outdoor settings?""",0.0,0.7139458656311035,1.400666420436688,4.9,211,36,0.0,0,0.0,-27.0,0.0,0.0,4.189980745315552,0.7159937437311972,5.85,2338,447,0.0,-10,0.0,-10.0,0.0
"""How to update firmware on Logitech Circle?""",0.0,0.728050947189331,0.0,5.6,179,35,0.0,-21,0.0,-21.0,0.0,0.0,3.65091609954834,1.0956154266309959,5.9,1876,384,0.0,-1,0.0,-1.0,0.0
"""Why does Logitech Circle keep disconnecting from Wi-Fi?""",0.0,1.0066313743591309,0.9934123110714066,5.75,333,71,0.0,-3,0.0,-3.0,0.0,0.0,3.6622660160064697,0.8191649614991362,6.05,1928,398,0.0,-12,0.0,-12.0,0.0
"""How to enable 2-way audio on Logitech Circle?""",0.0,0.7028379440307617,1.4228030920813841,5.4,159,33,0.0,0,0.0,0.0,0.0,0.0,3.622521162033081,0.8281525119694297,6.25,1889,381,0.0,-19,0.0,-19.0,0.0
"""What if Logitech Circle is recording too frequently?""",0.0,0.8388004302978516,1.1921786921878406,5.6,281,46,0.0,-15,0.0,-15.0,0.0,0.0,3.0170533657073975,0.6628984501015249,6.0,1716,315,0.0,-14,0.0,-14.0,0.0
"""How to activate privacy mode on Logitech Circle?""",0.0,0.7794210910797119,1.2830035156141544,5.5,217,38,0.0,-21,0.0,-21.0,0.0,0.0,3.245426893234253,1.2325034984878538,6.15,1777,348,0.0,0,0.0,-23.0,0.0
"""How to fix Logitech Circle if the LED indicator is solid red?""",0.0,0.7877695560455322,1.269406760295382,5.65,199,40,0.0,-27,0.0,-27.0,0.0,0.0,4.588528871536255,1.0896738671549402,6.0,2299,474,0.0,-3,0.0,-3.0,0.0
"""How to recalibrate motion detection on SimpliSafe camera?""",0.0,0.6772210597991943,1.4766227150342972,5.8,178,33,0.0,-17,0.0,-17.0,0.0,0.0,3.73907208442688,1.0697841361924505,6.0,2154,396,0.0,-7,0.0,-7.0,0.0
"""How to connect SimpliSafe to Amazon Alexa?""",0.0,0.7835729122161865,2.552410846289956,6.05,190,39,0.0,-27,0.0,-27.0,0.0,0.0,4.6444807052612305,1.076546618943867,5.95,2214,516,0.0,-2,0.0,-2.0,0.0
"""How to fix SimpliSafe showing poor night vision?""",0.0,0.863419771194458,0.0,5.75,308,53,0.0,-6,0.0,-6.0,0.0,0.0,4.589424133300781,0.8715690430476222,6.0,2494,490,0.0,-1,0.0,-1.0,0.0
"""How to update firmware on Ring Alarm Security Kit?""",0.0,0.6298003196716309,1.5878048466543753,5.7,149,32,0.0,-15,0.0,-15.0,0.0,0.0,3.5359904766082764,1.1312247661471975,6.05,1808,371,0.0,-17,0.0,-17.0,0.0
"""How to fix Ring Alarm showing poor night vision on cameras?""",0.0,0.7130203247070312,1.402484565092832,5.55,201,35,0.0,-3,0.0,-3.0,0.0,0.0,4.130466938018799,0.7263101351536493,6.2,2125,437,0.0,-22,0.0,-22.0,0.0
"""How to extend battery life of Ring Alarm sensors?""",0.0,0.6655840873718262,1.502439765271077,5.45,180,32,0.0,-15,0.0,-15.0,0.0,0.0,3.7465896606445312,1.0676376017414697,6.15,2167,420,0.0,-6,0.0,-6.0,0.0
"""How to delete ADT Smart Home event history?""",0.0,0.5660943984985352,0.0,5.7,107,20,0.0,-21,0.0,-21.0,0.0,0.0,1.6954052448272705,0.58982948357212,5.65,956,167,0.0,0,0.0,0.0,0.0
"""What if the ADT Control app is crashing frequently?""",0.0,0.5845956802368164,1.710583970782744,5.699999999999999,130,25,0.0,-25,0.0,-25.0,0.0,0.0,3.321096658706665,0.9033160754695626,6.0,1691,355,0.0,-5,0.0,-5.0,0.0
"""Why is ADT Smart Home camera not recording audio?""",0.0,0.6739485263824463,0.0,5.7,196,35,0.0,-21,0.0,-21.0,0.0,0.0,4.491959571838379,0.8904799644851132,6.0,2409,474,0.0,-21,0.0,-21.0,0.0
"""How to silence an alarm on Nest Protect?""",0.0,0.5576207637786865,1.7933335072077399,5.5,108,19,0.0,-12,0.0,-12.0,0.0,0.0,3.31243896484375,0.9056770650994731,6.0,1655,355,0.0,-21,0.0,-21.0,0.0
"""How to replace Nest Protect if its faulty?""",0.0,1.038362979888916,0.9630543647741685,5.75,410,65,0.0,-21,0.0,-21.0,0.0,0.0,4.519752264022827,0.8850042582731504,6.0,2334,483,0.0,-21,0.0,-21.0,0.0
"""How to check the manufacturing date of Nest Protect?""",0.0,0.5641405582427979,0.0,5.85,92,17,0.0,-14,0.0,-14.0,0.0,0.0,1.1844027042388916,0.8443074272121829,5.95,500,108,0.0,0,0.0,-22.0,0.0
"""How to silence Nest Protect during cooking?""",0.0,0.5462746620178223,1.8305809687532377,5.25,72,13,0.0,0,0.0,0.0,0.0,0.0,2.6825785636901855,0.7455513240401804,6.0,1308,276,0.0,-21,0.0,-21.0,0.0
"""How to replace batteries in First Alert Onelink?""",0.0,0.739039421081543,1.3531077929992508,5.45,198,33,0.0,-8,0.0,-8.0,0.0,0.0,3.5211408138275146,0.5679977330483871,5.949999999999999,1827,373,0.0,-17,0.0,-17.0,0.0
"""How to silence an alarm on First Alert Onelink?""",0.0,0.8026604652404785,2.4917136032139444,5.35,234,44,0.0,-17,0.0,-17.0,0.0,0.0,2.0474631786346436,0.4884092717437504,5.85,959,202,0.0,-15,0.0,-15.0,0.0
"""How to change Wi-Fi network on First Alert Onelink?""",0.0,0.7222893238067627,1.3844867521074213,5.8,158,35,0.0,-19,0.0,-19.0,0.0,0.0,4.536328554153442,0.8817703462719475,5.95,2229,475,0.0,-4,0.0,-4.0,0.0
"""How to enable Nightly Promise on First Alert Onelink?""",0.0,0.6419241428375244,3.115632933133651,5.800000000000001,115,25,0.0,-26,0.0,-26.0,0.0,0.0,1.8464994430541992,0.541565286553806,5.949999999999999,879,174,0.0,-23,0.0,-23.0,0.0
"""How to fix First Alert Onelink if it wont turn on?""",0.0,0.7744359970092773,1.2912622913460867,5.699999999999999,207,35,0.0,-25,0.0,-25.0,0.0,0.0,4.147809267044067,0.9643644976110005,5.95,2123,425,0.0,-7,0.0,-7.0,0.0
"""How to troubleshoot First Alert Onelink if the alarm is too quiet?""",0.0,0.8067307472229004,1.239570951577518,5.7,216,42,0.0,-21,0.0,-21.0,0.0,0.0,4.210031986236572,0.9501115462014105,5.95,2224,444,0.0,0,0.0,0.0,0.0
"""How to silence an alarm on Kidde Smart Smoke Alarm?""",0.0,0.7586183547973633,0.0,5.550000000000001,193,36,0.0,-27,0.0,-27.0,0.0,0.0,2.6216466426849365,1.1443189753931482,6.0,1380,266,0.0,-9,0.0,-9.0,0.0
"""How to check sensor status on Kidde Smart Smoke Alarm?""",0.0,0.7593474388122559,1.3169202250332928,5.85,198,41,0.0,-14,0.0,-14.0,0.0,0.0,3.6476733684539795,0.8224420601759159,5.9,1860,386,0.0,-21,0.0,-21.0,0.0
"""How to enable Nightly Promise on Kidde Smart Smoke Alarm?""",0.0,0.7896606922149658,0.0,5.6,220,41,0.0,-21,0.0,-21.0,0.0,0.0,1.6580510139465332,0.6031177518607876,6.15,791,154,0.0,0,0.0,0.0,0.0
"""How to update firmware on Samsung SmartThings Hub?""",0.0,0.6824126243591309,1.4653890685832682,5.5,164,32,0.0,0,0.0,0.0,0.0,0.0,3.7075281143188477,1.0788859522203547,6.05,1971,396,0.0,0,0.0,-22.0,0.0
"""What if Samsung SmartThings Hub is not responsive?""",0.0,0.7866942882537842,1.2711418081115355,5.85,200,40,0.0,-14,0.0,-14.0,0.0,0.0,3.8836112022399902,0.5149846099024075,5.8,1976,404,0.0,-11,0.0,-11.0,0.0
"""How to test Samsung SmartThings Hub connectivity?""",0.0,0.6890552043914795,1.4512625311091198,5.4,175,34,0.0,-21,0.0,-21.0,0.0,0.0,4.348135471343994,0.6899509041906603,5.75,2326,455,0.0,-20,0.0,-20.0,0.0
"""How to troubleshoot connectivity issues with Samsung SmartThings Hub?""",0.0,0.6753332614898682,0.0,5.800000000000001,178,35,0.0,-2,0.0,-2.0,0.0,0.0,4.858069658279419,0.8233723024501267,5.800000000000001,2536,505,0.0,-20,0.0,-20.0,0.0
"""How to enable SmartThings Energy feature on Samsung SmartThings Hub?""",0.0,0.7496399879455566,0.0,5.7,188,34,0.0,-17,0.0,-17.0,0.0,0.0,4.357619285583496,0.6884493122024555,5.95,2126,446,0.0,-2,0.0,-2.0,0.0
"""What if Amazon Echo is giving incorrect responses?""",0.0,0.4939100742340088,2.0246600589185437,5.6,72,13,0.0,-21,0.0,-21.0,0.0,0.0,5.354007959365845,0.7471038575880234,6.0,2834,595,0.0,-16,0.0,-16.0,0.0
"""How to create an automation with Apple HomeKit?""",0.0,0.6755743026733398,0.0,5.45,164,33,0.0,-28,0.0,-28.0,0.0,0.0,5.095254421234131,0.7850442135589725,6.5,2594,574,0.0,-21,0.0,-21.0,0.0
"""What if an Apple HomeKit device is not responding?""",0.0,0.6482276916503906,1.5426678200925483,5.699999999999999,148,29,0.0,-15,0.0,-15.0,0.0,0.0,4.8022778034210205,1.0411725861508232,5.95,2421,499,0.1875,-7,0.0,-7.0,0.0
"""How to troubleshoot connectivity issues with Apple HomeKit?""",0.0,0.7455458641052246,1.3412991046527958,5.75,202,40,0.0,-14,0.0,-14.0,0.0,0.0,4.583078384399414,0.6545818658070467,5.75,2368,493,0.0,-3,0.0,-3.0,0.0
"""How to fix Apple HomeKit if an accessory is showing?""",0.0,0.7782552242279053,2.569851043380209,5.75,188,37,0.0,-21,0.0,-21.0,0.0,0.0,5.4284844398498535,1.1052808691789495,5.550000000000001,2666,585,0.0,-7,0.0,-7.0,0.0
"""How to fix Apple HomeKit if automations are not running?""",0.0,0.7394347190856934,2.704768857043378,5.65,198,35,0.0,-10,0.0,-10.0,0.0,0.0,4.498018741607666,1.111600526193907,5.95,2252,479,0.0,-23,0.0,-23.0,0.0
"""How to reset Home Hub in Apple HomeKit?""",0.0,0.7607681751251221,2.628921746983785,5.199999999999999,205,40,0.0,-15,0.0,-15.0,0.0,0.0,3.4700396060943604,0.8645434463435794,6.0,1642,364,0.0,-23,0.0,-23.0,0.0
"""How to fix Apple HomeKit if the app crashes frequently?""",0.0,0.7130212783813477,0.0,5.449999999999999,184,33,0.0,-21,0.0,-21.0,0.0,0.0,4.050740480422974,0.98747377654308,6.300000000000001,2008,425,0.0,-17,0.0,-17.0,0.0
"""How to reset Wi-Fi settings on Logitech Harmony Hub?""",0.0,0.6771843433380127,0.0,5.199999999999999,136,30,0.0,-24,0.0,-24.0,0.0,0.0,2.9717330932617188,0.6730079509953097,5.2,1441,302,0.0,-11,0.0,-11.0,0.0
"""How to enable push notifications on Logitech Harmony Hub?""",0.0,0.6566061973571777,1.522982883841279,5.5,165,28,0.0,-16,0.0,-16.0,0.0,0.0,2.4951281547546387,0.8015620344738779,6.2,1400,251,0.0,-15,0.0,-15.0,0.0
"""How to troubleshoot connectivity issues with Logitech Harmony Hub?""",0.0,0.7495701313018799,1.3340979826160564,5.5,202,40,0.0,-8,0.0,-8.0,0.0,0.0,4.9000444412231445,0.8163191268939082,6.2,2591,537,0.0,-6,0.0,-6.0,0.0
"""How to clean Logitech Harmony Hub?""",0.0,0.6802072525024414,1.4701401614331413,5.550000000000001,144,31,0.0,-21,0.0,-21.0,0.0,0.0,3.207078695297241,0.9354307408797421,5.95,1524,338,0.0,-21,0.0,-21.0,0.0
"""How to silence alerts on Logitech Harmony Hub?""",0.0,0.6391744613647461,1.5645180783098258,5.5,155,29,0.0,-27,0.0,-27.0,0.0,0.0,3.264166831970215,0.9190706708423193,6.0,1684,342,0.0,0,0.0,-23.0,0.0
"""What if BroadLink RM Pro+ is not responding?""",0.0,0.7631490230560303,1.3103600604696977,5.75,175,40,0.0,-22,0.0,-22.0,0.0,0.0,4.268322467803955,0.9371363176453299,6.0,2201,447,0.0,-11,0.0,-11.0,0.0
"""How to troubleshoot connectivity issues with BroadLink RM Pro+?""",0.0,0.7754313945770264,0.0,5.65,205,43,0.0,-7,0.0,-7.0,0.0,0.0,4.4038145542144775,0.908303460728745,6.0,2232,462,0.0,-19,0.0,-19.0,0.0
"""How to clean BroadLink RM Pro+?""",0.0,0.6331465244293213,1.5794132344016703,5.35,140,31,0.0,-21,0.0,-21.0,0.0,0.0,2.789651870727539,1.0754030033198636,6.15,1354,313,0.0,-21,0.0,-21.0,0.0
"""How to link BroadLink RM Pro+ to Amazon Alexa?""",0.0,0.7687411308288574,1.3008280159549803,5.7,190,39,0.0,0,0.0,0.0,0.0,0.0,4.132322311401367,0.7259840288159666,5.95,1855,438,0.0,-16,0.0,-16.0,0.0
"""How to update personal information in BroadLink account?""",0.0,0.6756854057312012,0.0,5.6,147,29,0.0,-2,0.0,-2.0,0.0,0.0,2.31896710395813,0.43122647073873543,5.9,1153,225,0.0,0,0.0,0.0,0.0
"""How to fix BroadLink RM Pro+ if the LED indicator is blinking red?""",0.0,0.5760502815246582,1.735959571710208,5.3,104,20,0.0,-21,0.0,-21.0,0.0,0.0,4.6094255447387695,1.0847338679120022,6.3,2411,485,0.0,0,0.0,0.0,0.0
"""How to connect Caavo Control Center to Wi-Fi?""",0.0,0.8663082122802734,1.1543235834818155,5.75,255,50,0.0,-5,0.0,-5.0,0.0,0.0,4.046558618545532,0.9884942681100221,5.95,1984,434,0.0,0,0.0,0.0,0.0
"""How to deactivate Caavo Control Center during a move?""",0.0,0.695624828338623,0.0,5.55,169,34,0.0,0,0.0,0.0,0.0,0.0,3.850205421447754,0.7791792051628279,6.300000000000001,1991,408,0.0,-21,0.0,-21.0,0.0
"""How to set up Caavo Control Center after a power outage?""",0.0,0.7491064071655273,1.334923837833527,5.699999999999999,220,39,0.0,-18,0.0,-18.0,0.0,0.0,3.6790215969085693,1.0872455881636922,6.2,1830,393,0.0,0,0.0,0.0,0.0
"""How to silence alerts on Caavo Control Center?""",0.0,0.6501328945159912,1.5381470595232183,5.800000000000001,153,31,0.0,0,0.0,-27.0,0.0,0.0,1.6544420719146729,1.2088667436297833,5.95,816,165,0.0,0,0.0,0.0,0.0
"""How to troubleshoot connectivity issues with Withings Body Cardio?""",0.0,0.9784660339355469,0.0,5.8,306,73,0.0,0,0.0,0.0,0.0,0.0,4.628575801849365,1.0802458929157224,5.95,2365,491,0.0,-19,0.0,-19.0,0.0
"""How to change Wi-Fi network on Withings Body Cardio?""",0.0,0.7427365779876709,0.0,5.7,176,38,0.0,-21,0.0,-21.0,0.0,0.0,3.8350892066955566,1.0430005103956626,6.0,1949,410,0.0,-2,0.0,-2.0,0.0
"""How to fix Withings Body Cardio if heart rate is not being measured?""",0.0,0.8093593120574951,1.2355451838281346,5.65,235,44,0.0,-5,0.0,-5.0,0.0,0.0,4.002612113952637,0.7495105482591289,6.05,2170,430,0.0,-5,0.0,-5.0,0.0
"""What if the Eufy Smart Scale doesnt detect multiple users accurately?""",0.0,0.9518799781799316,1.0505526147436866,5.6,294,51,0.0,-15,0.0,-15.0,0.0,0.0,3.854607105255127,0.7782894386064048,6.2,1963,412,0.0,0,0.0,-23.0,0.0
"""In case of inconsistent body composition readings on the Eufy Smart Scale, what should I do?""",0.0,0.8204760551452637,2.437609223885889,5.55,253,44,0.0,-27,0.0,-27.0,0.0,0.0,3.6450393199920654,1.0973818521126597,6.05,1951,388,0.0,0,0.0,0.0,0.0
"""How to reset Fitbit Aria to factory settings?""",0.0,0.6564204692840576,1.5234137976985498,5.65,145,30,0.0,0,0.0,-27.0,0.0,0.0,2.031062126159668,0.49235323091268035,5.95,953,212,0.0,0,0.0,-22.0,0.0
"""Why is Fitbit Aria showing no readings on the app?""",0.0,0.7744481563568115,1.2912420176826462,5.75,214,43,0.0,0,0.0,0.0,0.0,0.0,4.292409420013428,0.9318775560768745,5.95,2225,463,0.0,-14,0.0,-14.0,0.0
"""What if Fitbit Aria is stuck on a firmware update?""",0.0,0.7284729480743408,2.7454691423820456,5.75,198,39,0.0,-7,0.0,-7.0,0.0,0.0,2.9299943447113037,1.0238927612328035,6.0,1487,316,0.0,0,0.0,-23.0,0.0
"""In case of problems with weight history on Fitbit Aria, what should I do?""",0.0,0.7684798240661621,2.602540674933831,5.75,184,35,0.0,-16,0.0,-16.0,0.0,0.0,3.9812986850738525,1.0046972901060203,5.95,2034,418,0.0,0,0.0,-23.0,0.0
"""Why is Fitbit Aria not showing heart rate?""",0.0,0.6361544132232666,1.5719453944087118,5.65,127,27,0.0,-2,0.0,-2.0,0.0,0.0,3.556102991104126,0.8436201109759783,6.0,1975,379,0.0,-4,0.0,-4.0,0.0
"""How to reset Sleep Number 360 Smart Bed to factory settings?""",0.0,0.8112194538116455,0.0,5.65,218,40,0.0,-21,0.0,-21.0,0.0,0.0,2.386993169784546,1.2568113046881813,6.2,1187,240,0.0,-23,0.0,-23.0,0.0
"""In case of a power outage, how to reset Sleep Number 360 Smart Bed?""",0.0,0.7191836833953857,1.3904653610575872,5.55,192,36,0.0,-5,0.0,-5.0,0.0,0.0,2.437851667404175,1.2305916886211103,6.25,1164,239,0.0,-19,0.0,-19.0,0.0
"""Why is Sleep Number 360 Smart Bed showing low responsiveness in the app?""",0.0,0.7498977184295654,1.3335151920361739,5.35,183,37,0.0,-18,0.0,-18.0,0.0,0.0,3.800792694091797,0.7893090314188063,5.85,2141,394,0.0,-20,0.0,-20.0,0.0
"""Why is Sleep Number 360 Smart Bed showing offline in the app?""",0.0,0.7319684028625488,1.3661791903698792,5.35,155,32,0.0,-27,0.0,-27.0,0.0,0.0,4.059964418411255,0.9852303093734113,6.25,2047,432,0.0,-14,0.0,-14.0,0.0
"""Why is Sleep Number 360 Smart Bed not recording partners sleep data?""",0.0,0.7071874141693115,1.4140523147937063,5.55,188,35,0.0,-13,0.0,-13.0,0.0,0.0,4.389315128326416,0.9113039011900488,5.95,2428,477,0.0,0,0.0,-23.0,0.0
"""How to activate anti-snore feature on Sleep Number 360 Smart Bed?""",0.0,0.7039759159088135,1.420503141372554,5.45,181,37,0.0,0,0.0,0.0,0.0,0.0,2.6808228492736816,1.1190593965617925,6.0,1336,270,0.0,-4,0.0,-4.0,0.0
"""How to clean the SleepIQ sensor on Sleep Number 360 Smart Bed?""",0.0,0.5041728019714355,0.0,5.3,63,15,0.0,-21,0.0,-21.0,0.0,0.0,2.0355172157287598,0.9825512575131041,5.75,994,208,0.0,-21,0.0,-21.0,0.0
"""How to adjust ResMed S+ sensitivity?""",0.0,0.7400898933410645,1.351187212521829,4.35,166,31,0.0,-8,0.0,-8.0,0.0,0.0,2.6146914958953857,0.7649085955791862,6.0,1476,267,0.0,-21,0.0,-21.0,0.0
"""What if ResMed S+ is giving incorrect sleep scores?""",0.0,0.6379084587097168,1.567623044255861,5.4,202,31,0.0,0,0.0,-26.0,0.0,0.0,5.405734300613403,0.9249437212325837,6.15,2994,576,0.0,0,0.0,-22.0,0.0
"""Why is ResMed S+ showing inaccurate breathing patterns?""",0.0,0.6927454471588135,1.4435316812263919,5.7,184,31,0.0,0,0.0,-28.0,0.0,0.0,1.890324354171753,1.0580194851670859,5.9,1016,182,0.0,-20,0.0,-20.0,0.0
"""How to deactivate notifications from ResMed S+?""",0.0,0.7057738304138184,1.4168844988383285,5.550000000000001,146,31,0.0,-4,0.0,-4.0,0.0,0.0,1.7132670879364014,0.5836801553245106,5.9,920,164,0.0,-21,0.0,-21.0,0.0
"""How to connect Withings Sleep Analyzer to Wi-Fi?""",0.0,0.9897351264953613,1.0103713339346427,5.6,258,56,0.0,-17,0.0,-17.0,0.0,0.0,4.547141075134277,0.8796736089562038,6.25,2332,490,0.0,-21,0.0,-21.0,0.0
"""How to deactivate Withings Sleep Analyzer temporarily?""",0.0,0.7733638286590576,1.2930524585472265,5.6,199,39,0.0,-1,0.0,-1.0,0.0,0.0,2.260890483856201,0.8846071998087044,6.1,1189,226,0.0,-15,0.0,-15.0,0.0
"""How to link Withings Sleep Analyzer to Apple Health?""",0.0,0.7511258125305176,1.3313348886654874,5.4,186,35,0.0,-2,0.0,-2.0,0.0,0.0,4.919942617416382,1.0162720155111882,5.75,2411,543,0.0,0,0.0,0.0,0.0
"""What if Withings Sleep Analyzer data is inconsistent?""",0.0,0.6890192031860352,0.0,5.7,205,32,0.0,-21,0.0,-21.0,0.0,0.0,3.3477635383605957,0.8961206386357787,6.0,1887,357,0.0,-6,0.0,-6.0,0.0
"""How to fix Withings Sleep Analyzer if it fails to power on?""",0.0,0.7670643329620361,1.303671617917063,5.75,222,40,0.0,-16,0.0,-16.0,0.0,0.0,3.694929838180542,1.0825645344232147,6.1,1964,393,0.0,0,0.0,-23.0,0.0
"""What if Withings Sleep Analyzer is not detecting snoring?""",0.0,0.7050735950469971,0.0,5.1,180,30,0.0,-21,0.0,-21.0,0.0,0.0,4.196987867355347,0.9530644658556023,6.1,2280,453,0.0,-2,0.0,-2.0,0.0
"""What if Omron Evolv is not turning on?""",0.0,0.736630916595459,0.0,5.55,202,36,0.0,-12,0.0,-12.0,0.0,0.0,5.185189723968506,0.7714278961700269,5.95,2804,546,0.0,-21,0.0,-21.0,0.0
"""How to set a measurement reminder in the Omron Connect app?""",0.0,0.6081609725952148,0.0,5.55,131,26,0.0,-21,0.0,-21.0,0.0,0.0,1.4670445919036865,1.3632850773871827,5.85,748,143,0.0,0,0.0,-23.0,0.0
"""How to activate measurement history on Omron Connect for Omron Evolv?""",0.0,0.7156486511230469,1.397333731343591,5.6,162,30,0.0,-21,0.0,-21.0,0.0,0.0,1.7516303062438965,1.1417934440106237,5.9,905,170,0.0,-12,0.0,-12.0,0.0
"""How to deactivate Omron Evolv before traveling?""",0.0,0.669511079788208,1.4936272605308172,5.7,167,29,0.0,-24,0.0,-24.0,0.0,0.0,1.2597146034240723,0.7938306004240621,6.0,662,121,0.0,-21,0.0,-21.0,0.0
"""Why is Omron Evolv showing low battery even after replacing batteries?""",0.0,0.733879566192627,1.3626213973869017,5.5,179,34,0.0,-21,0.0,-21.0,0.0,0.0,3.1620192527770996,0.9487608266027758,6.15,1740,326,0.0,-5,0.0,-5.0,0.0
"""How to change the units of measurement on Omron Evolv?""",0.0,0.7257287502288818,1.3779252918996368,5.65,156,32,0.0,-21,0.0,-21.0,0.0,0.0,2.3945541381835938,0.8352285580460066,6.0,1174,237,0.25,-1,0.0,-1.0,0.0
"""How to fix Omron Evolv if it does not inflate?""",0.0,0.5000817775726318,0.0,5.75,63,14,0.0,-11,0.0,-11.0,0.0,0.0,2.1015286445617676,0.47584409690861995,6.0,1119,212,-0.0625,0,0.0,0.0,0.0
"""Why does Omron Evolv display Err during measurement?""",0.0,0.7341353893280029,0.0,5.5,191,33,0.0,-21,0.0,-21.0,0.0,0.0,3.429795265197754,0.8746877781435106,6.2,1797,356,0.0,-13,0.0,-13.0,0.0
"""Why is iHealth Track Bluetooth not pairing?""",0.0,0.6673407554626465,1.4984848322440936,5.6,179,34,0.0,0,0.0,-27.0,0.0,0.0,4.43918251991272,0.6758001020548836,5.9,2254,464,0.0,-21,0.0,-21.0,0.0
"""How to adjust settings on iHealth Track?""",0.0,0.5216712951660156,1.916915899466641,5.6,96,18,0.0,-21,0.0,-21.0,0.0,0.0,1.8634264469146729,0.5366458126935025,5.95,828,182,0.0,-7,0.0,-7.0,0.0
"""How to fix data inconsistencies on iHealth Track?""",0.0,0.6492023468017578,1.5403517946685015,5.65,194,32,0.0,-3,0.0,-3.0,0.0,0.0,3.1024796962738037,0.9669684554589695,5.95,1658,324,0.0,-4,0.0,-4.0,0.0
"""How to activate measurement history on iHealth MyVitals for iHealth Track?""",0.0,0.6158092021942139,0.0,5.65,143,27,0.0,-27,0.0,-27.0,0.0,0.0,2.0497422218322754,0.9757324500104069,6.05,1075,207,0.0,0,0.0,0.0,0.0
"""Why is Amazon Fire Stick not connecting to Wi-Fi?""",0.0,0.8268802165985107,1.2093650082939666,5.8,221,45,0.0,-21,0.0,-21.0,0.0,0.0,5.08068323135376,0.9841196099663739,6.0,2477,519,0.0,-21,0.0,-21.0,0.0
"""Why is Amazon Fire Stick showing a black screen?""",0.0,0.7688384056091309,1.300663432918412,5.45,191,38,0.0,0,0.0,0.0,0.0,0.0,4.2000439167022705,0.4761854970241625,6.2,2167,448,0.0,-16,0.0,-16.0,0.0
"""How to connect Amazon Fire Stick to a new Wi-Fi network without the remote?""",0.0,0.8077361583709717,1.2380280239229022,5.55,200,40,0.0,-21,0.0,-21.0,0.0,0.0,3.9012084007263184,1.0253233329579754,6.3,1939,403,0.0,0,0.0,-23.0,0.0
"""Why is Amazon Fire Stick overheating?""",0.0,0.8677711486816406,1.1523775612018656,5.5,222,41,0.0,-20,0.0,-20.0,0.0,0.0,3.2847564220428467,0.9133097297172507,6.15,1861,362,0.0,-14,0.0,-14.0,0.0
"""How to restart Google Chromecast?""",0.0,0.8690526485443115,0.0,5.699999999999999,274,50,0.0,-7,0.0,-7.0,0.0,0.0,2.2849843502044678,0.875279517702123,5.6,1112,231,0.0,0,0.0,0.0,0.0
"""How to factory reset Google Chromecast without using the app?""",0.0,0.6953589916229248,1.4381060891513784,5.75,187,33,0.0,-21,0.0,-21.0,0.0,0.0,2.4452240467071533,0.8179209601234253,5.95,1399,253,0.0,-15,0.0,-15.0,0.0
"""How to change the display resolution on Google Chromecast?""",0.0,0.7392170429229736,0.0,5.65,214,35,0.0,-20,0.0,-20.0,0.0,0.0,2.4512600898742676,0.8159068914228385,5.8,1253,246,0.0,0,0.0,-23.0,0.0
"""How to fix Google Chromecast if there is no sound?""",0.0,0.7824172973632812,1.2780903532795802,5.65,202,37,0.0,-21,0.0,-21.0,0.0,0.0,5.124334335327148,0.9757364904024994,5.95,2662,556,0.0,-5,0.0,-5.0,0.0
