question,rag_memory_diff,rag_elapsed_time,rag_estimated_cpu_usage,rag_psutil_cpu_usage,rag_gpu_load_diff_avg,rag_gpu_memory_used_diff_avg,no_context_memory_diff,no_context_elapsed_time,no_context_estimated_cpu_usage,no_context_psutil_cpu_usage,no_context_gpu_load_diff_avg,no_context_gpu_memory_used_diff_avg
"""How to add Apple TV to the Home app?""",0.0,0.7559835910797119,1.3227800335862703,2.7,26.0,0.0,0.0,6.23234224319458,0.9627199158631763,3.55,34.5,0.0
"""How to disable automatic app updates on Apple TV?""",0.0,0.5524821281433105,0.0,2.95,34.0,0.0,0.0,3.480524778366089,1.4365649775220144,3.65,36.5,0.0
"""How to fix Apple TV if it is overheating?""",0.0,0.7889387607574463,0.0,3.1,24.0,0.0,0.0,5.567638158798218,0.7184374928672824,3.3,32.0,0.0
"""How to change the screensaver download frequency on Apple TV?""",0.0,0.7204587459564209,1.3880045257475724,3.4000000000000004,37.0,0.0,0.0,3.1643688678741455,0.6320375668914354,3.6,39.5,0.0
"""How to fix buffering issues on Samsung Smart TV?""",0.0,0.7441661357879639,1.3437859530388812,3.55,13.0,0.0,0.0,5.613285064697266,0.8907440014841603,3.3,35.0,0.0
"""How to disable subtitles on Samsung Smart TV?""",0.0,0.62082839012146,1.6107510801873102,3.0,28.0,0.0,0.0,4.913705110549927,0.8140496651727148,3.4,40.5,0.0
"""How to fix Samsung Smart TV if there is no sound?""",0.0,0.6294078826904297,1.5887948459231107,3.3,35.5,0.0,0.0,5.503835439682007,0.908457393902133,3.2,40.5,0.0
"""How to fix Samsung Smart TV if the screen is flickering?""",0.0,0.6895172595977783,2.900580039387441,3.2,39.0,0.0,0.0,5.625391244888306,0.888827066835877,3.25,27.5,0.0
"""How to use Samsung Smart TV with a VPN?""",0.0,0.8028018474578857,2.4912747850933408,2.85,35.5,0.0,0.0,6.090728521347046,0.9851038310063812,3.75,31.5,0.0
"""How to enable voice control on Samsung Smart TV?""",0.0,0.6786472797393799,1.4735194995301821,2.9000000000000004,17.0,0.0,0.0,5.598679542541504,0.8930677246314691,3.5999999999999996,31.5,0.0
"""How to fix Samsung Smart TV if it is not recognized by the HDMI input?""",0.0,0.5569541454315186,1.795479947858737,3.15,38.5,0.0,0.0,5.403857946395874,0.9252648847541388,3.8,25.0,0.0
"""How to restart LG OLED TV with webOS?""",0.0,0.8501253128051758,1.1762971704716922,3.45,30.5,0.0,0.0,3.201042413711548,0.937194704809641,3.15,36.5,0.0
"""How to change the picture resolution on LG OLED TV with webOS?""",0.0,0.6779026985168457,1.4751379544435947,2.95,29.0,0.0,0.0,4.490455865859985,1.5588617746404951,3.8,40.5,0.0
"""How to connect LG OLED TV with webOS to a new Wi-Fi network?""",0.0,0.6608254909515381,1.5132588159727454,3.35,39.0,0.0,0.0,5.112586498260498,0.9779785636293706,3.65,36.0,0.0
"""How to change the audio output on LG OLED TV with webOS?""",0.0,0.7302460670471191,0.0,2.95,33.5,0.0,0.0,5.762608051300049,0.8676626894434911,3.7,34.5,0.0
"""How to fix LG OLED TV with webOS if there is no sound?""",0.0,0.7038214206695557,1.4208149548065714,3.3,39.0,0.0,0.0,5.483367681503296,1.094218069716732,3.4,30.5,0.0
"""How to turn off autoplay on LG OLED TV with webOS?""",0.0,0.7665772438049316,1.3044999810267748,3.4000000000000004,27.5,0.0,0.0,4.532543659210205,1.1031333343779735,3.7,36.0,0.0
"""How to set a screensaver on LG OLED TV with webOS?""",0.0,0.6547660827636719,0.0,2.75,38.5,0.0,0.0,5.298494815826416,0.7549313793888226,3.4,31.5,0.0
"""How to fix LG OLED TV with webOS if it keeps freezing?""",0.0,0.7466936111450195,1.339237386088837,3.15,32.5,0.0,0.0,6.088234186172485,0.9855074257210353,3.0999999999999996,27.0,0.0
"""How to enable voice control on LG OLED TV with webOS?""",0.0,0.5957121849060059,3.357325988413635,3.0,33.5,0.0,0.0,5.6877710819244385,0.8790789797944584,4.0,40.0,0.0
"""How to change the picture resolution on Sony Bravia?""",0.0,0.7126667499542236,1.403180378575713,2.9,40.0,0.0,0.0,5.614924430847168,0.8904839346595596,3.15,30.5,0.0
"""How to enable Accessibility features on Sony Bravia?""",0.0,0.6690349578857422,1.4946902074667896,3.4000000000000004,32.5,0.0,0.0,6.302453279495239,0.7933418588390686,3.8,31.5,0.0
"""How to add Sony Bravia to the Google Home app?""",0.0,0.7555339336395264,1.3235672886086431,3.35,33.5,0.0,0.0,5.024070978164673,1.1942506437650655,3.7,31.0,0.0
"""How to reset Sony Bravia using a computer?""",0.0,0.6353144645690918,1.5740236619314976,2.95,27.5,0.0,0.0,4.12682318687439,1.2115857097788776,3.7,19.5,0.0
"""How to use Sony Bravia with a VPN?""",0.0,0.8117580413818359,1.2318941716879268,3.2,32.0,0.0,0.0,6.520797967910767,1.6869101073411834,3.5,30.0,0.0
"""How to check for software updates on Sony Bravia?""",0.0,0.6898937225341797,1.4494986217961232,3.55,28.0,0.0,0.0,3.946666717529297,1.7736486257909558,3.55,23.5,0.0
"""How to pair a Bluetooth device with Sony Bravia?""",0.0,0.6796143054962158,1.4714228230804343,3.4,17.000000000000004,0.0,0.0,6.317667245864868,0.7914313630983885,3.65,16.5,0.0
"""How to fix Sony Bravia remote if it is not working?""",0.0,0.7974355220794678,1.2540198828829205,3.3,32.0,0.0,0.0,5.198142766952515,1.5390112120160069,3.75,24.0,0.0
"""How to fix buffering issues on Sony Bravia?""",0.0,0.7514734268188477,1.330719043828749,3.0,32.5,0.0,0.0,6.4388110637664795,1.087157229910611,4.0,25.5,0.0
"""How to install apps on Sony Bravia?""",0.0,0.735914945602417,2.7177053706422694,3.1,26.5,0.0,0.0,5.116316080093384,0.9772656578930277,3.8499999999999996,37.5,0.0
"""How to change the audio output on Sony Bravia?""",0.0,0.6970257759094238,0.0,3.0999999999999996,36.5,0.0,0.0,5.698040246963501,1.579490423009041,3.45,31.5,0.0
"""How to use Sony Bravia as a Google Assistant hub?""",0.0,0.7492074966430664,1.3347437185021995,3.3,13.000000000000005,0.0,0.0,5.360910177230835,1.4922839099184853,3.3499999999999996,27.5,0.0
"""How to change the screensaver download frequency on Sony Bravia?""",0.0,0.6387712955474854,1.5655055369105138,3.1500000000000004,26.0,0.0,0.0,4.126075267791748,0.9694442637099879,3.75,32.5,0.0
"""How to fix PlayStation VR if there is no audio?""",0.0,0.7538716793060303,1.3264856970348473,3.55,36.5,0.0,0.0,6.791600465774536,1.7668883881595754,3.7,39.5,0.0
"""How to change the screen brightness on PlayStation VR?""",0.0,0.6438724994659424,1.553102517709983,3.4,32.0,0.0,0.0,3.3318841457366943,0.6002609672256947,3.3,31.5,0.0
"""How to fix PlayStation VR if the image is shaky?""",0.0,0.6247515678405762,1.6006362392354243,3.0,29.5,0.0,0.0,5.770172119140625,0.8665252780605308,3.4,35.0,0.0
"""How to set up PlayStation VR for multiple users?""",0.0,0.6679692268371582,1.4970749546948234,3.1,30.5,0.0,0.0,5.694180727005005,0.8780894460005015,4.3,38.0,0.0
"""How to update PlayStation VR Move controller firmware?""",0.0,0.7197287082672119,1.3894124112495774,3.05,35.5,0.0,0.0,4.449738025665283,0.8989293250368383,3.15,28.0,0.0
"""How to enable 3D audio on PlayStation VR?""",0.0,0.6471548080444336,1.5452253271860905,2.9,32.0,0.0,0.0,4.4576311111450195,1.3460063990039373,3.5,31.5,0.0
"""How to change the screen brightness on Samsung Family Hub?""",0.0,0.6879370212554932,1.4536214349593786,3.25,31.0,0.0,0.0,2.973377227783203,1.6815895249611623,4.25,39.5,0.0
"""How to connect Samsung Family Hub to Bluetooth speakers?""",0.0,0.6697204113006592,0.0,3.0,28.5,0.0,0.0,4.99575400352478,1.0008499210479103,3.8,28.0,0.0
"""How to disable Bixby on Samsung Family Hub?""",0.0,0.6483545303344727,1.5423660253954132,3.25,23.0,0.0,0.0,3.9071834087371826,1.2796942136937353,3.8,26.5,0.0
"""How to adjust the ice maker settings on Samsung Family Hub?""",0.0,0.6446194648742676,0.0,3.25,26.5,0.0,0.0,4.446413516998291,1.574302518926516,3.65,32.0,0.0
"""How to add a note to Samsung Family Hub?""",0.0,0.6655128002166748,1.5026007008032223,3.0,29.0,0.0,0.0,5.615121603012085,1.7809053315308028,3.7,37.0,0.0
"""How to descale Keurig K-Elite?""",0.0,1.085707426071167,0.9210584509104588,3.1,31.0,0.0,0.0,5.719213962554932,1.7484920245110316,3.4,28.5,0.0
"""How to fix Keurig K-Elite if it wont brew?""",0.0,0.6926975250244141,1.443631547498088,3.25,38.5,0.0,0.0,5.983736038208008,1.3369573705987952,3.2,37.5,0.0
"""How to use strong brew setting on Keurig K-Elite?""",0.0,0.6908388137817383,1.4475156578492818,3.55,27.0,0.0,0.0,3.7261643409729004,0.8051174681184277,3.7,31.0,0.0
"""How to fix Keurig K-Elite if the brew size is incorrect?""",0.0,0.6377332210540771,1.568053798963524,3.45,29.0,0.0,0.0,5.0296385288238525,1.5905715597959675,3.3,36.0,0.0
"""How to use the hot water button on Keurig K-Elite?""",0.0,0.6168768405914307,1.6210691246575906,2.7,29.5,0.0,0.0,4.071495532989502,0.9824399824551338,3.4,35.5,0.0
"""How to fix Keurig K-Elite if it keeps shutting off?""",0.0,0.555964469909668,1.7986760919480493,2.95,34.0,0.0,0.0,6.098890781402588,0.9837854480509518,3.3499999999999996,39.0,0.0
"""How to fix Keurig K-Elite if coffee splashes out during brewing?""",0.0,0.6789593696594238,0.0,3.0999999999999996,38.0,0.0,0.0,5.923019886016846,0.8441639731450081,3.75,35.5,0.0
"""How to fix Smarter Coffee 2nd Generation if it is not connecting to Wi-Fi?""",0.0,0.7761156558990479,1.2884677591520768,3.05,39.0,0.0,0.0,5.443882942199707,0.9184620707480184,3.25,30.5,0.0
"""How to fix Smarter Coffee 2nd Generation if the coffee tastes bad?""",0.0,0.7154722213745117,1.3976783026991115,3.35,38.0,0.0,0.0,5.8889000415802,1.3584879932610585,3.55,30.5,0.0
"""How to reset Smarter Coffee 2nd Generation to factory settings?""",0.0,0.6359500885009766,0.0,2.95,29.5,0.0,0.0,2.8287644386291504,1.4140449255422012,3.65,30.0,0.0
"""How to replace the Smarter Coffee 2nd Generation filter?""",0.0,0.7222082614898682,1.384642150085844,2.9000000000000004,15.5,0.0,0.0,3.8598098754882812,1.2954005925911969,3.25,12.5,0.0
"""How to clean the Smarter Coffee 2nd Generation internal parts?""",0.0,0.5822374820709229,0.0,3.1500000000000004,26.000000000000004,0.0,0.0,5.351126670837402,1.1212591981237297,3.5,29.0,0.0
"""How to fix Smarter Coffee 2nd Generation if water leaks from the bottom?""",0.0,0.6752052307128906,0.0,3.5,17.999999999999996,0.0,0.0,5.955983877182007,1.175288607952494,3.15,25.5,0.0
"""How to descale Smarter Coffee 2nd Generation using vinegar?""",0.0,0.648937463760376,0.0,3.4000000000000004,24.0,0.0,0.0,5.0101728439331055,0.7983756498232806,3.65,31.5,0.0
"""How to fix Smarter Coffee 2nd Generation if the power button doesnt respond?""",0.0,0.6015424728393555,1.662393006563553,2.95,22.5,0.0,0.0,5.142884969711304,1.166660354127469,3.55,32.5,0.0
"""How to set cooking schedules on June Oven?""",0.0,0.7099270820617676,1.408595368829844,3.5999999999999996,27.0,0.0,0.0,4.4587297439575195,0.897116494987971,3.75,6.0,0.0
"""How to clean the June Oven crumb tray?""",0.0,0.6843938827514648,1.4611468997630372,3.0,20.0,0.0,0.0,5.314882755279541,0.9407545246466068,3.25,18.499999999999996,0.0
"""How to use June Oven with Alexa?""",0.0,0.672987699508667,1.4859112591941395,3.45,32.5,0.0,0.0,5.488446474075317,0.5466027616691643,3.3,30.5,0.0
"""How to fix June Oven if it is not heating?""",0.0,0.8535387516021729,1.1715929688277142,2.95,28.0,0.0,0.0,6.733279466629028,1.039612277299968,3.55,37.5,0.0
"""How to roast vegetables in June Oven?""",0.0,0.7082443237304688,1.4119421313987868,3.05,14.0,0.0,0.0,6.814877986907959,0.8804266212135486,3.3499999999999996,32.0,0.0
"""How to set a custom cooking program on June Oven?""",0.0,0.6228020191192627,0.0,3.35,33.0,0.0,0.0,5.973408222198486,1.0044516927043996,3.2,33.5,0.0
"""How to use June Oven without the app?""",0.0,0.61631178855896,1.6225553665576604,3.35,27.0,0.0,0.0,5.3913414478302,0.7419303783127827,3.3,24.0,0.0
"""How to fix June Oven if it leaks smoke?""",0.0,0.6618878841400146,1.5108298912260376,2.9,32.0,0.0,0.0,5.099577188491821,0.7843787537964038,3.2,30.5,0.0
"""How to turn off June Oven?""",0.0,0.663703203201294,1.5066975647785166,3.5,28.0,0.0,0.0,2.4943625926971436,0.8018080474160694,3.4,31.5,0.0
"""How to use June Ovens preset programs?""",0.0,0.6597690582275391,1.515681870085841,3.0,29.5,0.0,0.0,5.071213006973267,0.9859574017340839,4.0,40.0,0.0
"""How to set up Whirlpool Smart Oven?""",0.0,0.7287983894348145,1.3721215832743452,3.5,40.0,0.0,0.0,6.786282539367676,0.7367804053237603,3.8499999999999996,29.5,0.0
"""How to replace the Whirlpool Smart Oven light?""",0.0,0.5931673049926758,1.6858650023056112,2.9,35.0,0.0,0.0,5.005530834197998,0.9988950554136887,3.25,29.0,0.0
"""How to fix Whirlpool Smart Oven if the door wont close?""",0.0,0.663679838180542,1.506750608456873,3.25,32.5,0.0,0.0,5.789340496063232,0.8636562322428869,4.45,26.5,0.0
"""How to clean the Cosori Smart Air Fryer basket?""",0.0,1.1658885478973389,0.8577149177788685,2.9,38.5,0.0,0.0,6.036834716796875,0.6625988929043843,4.15,31.5,0.0
"""How to set the temperature on Cosori Smart Air Fryer?""",0.0,0.6229465007781982,3.2105485744047395,3.0,31.5,0.0,0.0,3.689244508743286,1.0842328261311251,3.35,17.500000000000004,0.0
"""How to replace the air filter in Cosori Smart Air Fryer?""",0.0,0.7421071529388428,2.6950285980737703,3.0,32.0,0.0,0.0,5.7036683559417725,0.8766288093858767,3.3,29.5,0.0
"""How to fix Cosori Smart Air Fryer if the basket wont close?""",0.0,0.6792201995849609,1.4722765910232687,2.9000000000000004,24.0,0.0,0.0,5.622060298919678,1.0672244125796009,3.3,34.0,0.0
"""How to fix Cosori Smart Air Fryer if it wont turn on?""",0.0,0.7394676208496094,0.0,3.4000000000000004,24.0,0.0,0.0,5.046206712722778,0.7926746222886113,3.7,32.5,0.0
"""How to set up Cosori Smart Air Fryer?""",0.0,0.6812717914581299,2.9356859113710985,3.0,28.0,0.0,0.0,6.986075401306152,1.4314188475733256,3.75,31.0,0.0
"""How to fix Instant Vortex Plus if it wont turn on?""",0.0,0.7924032211303711,1.2619837644937644,3.05,32.0,0.0,0.0,5.040579080581665,1.1903394241170373,3.8,22.5,0.0
"""How to fix Instant Vortex Plus if it makes a loud noise?""",0.0,0.6545910835266113,1.5276712823700374,2.95,19.999999999999996,0.0,0.0,5.351419687271118,0.7474652024603412,3.2,25.5,0.0
"""How to make french fries in Instant Vortex Plus?""",0.0,0.8991646766662598,1.1121433325280163,3.4,23.5,0.0,0.0,5.621562957763672,0.8894323585030055,3.25,35.0,0.0
"""How to save a custom cooking program on Instant Vortex Plus?""",0.0,0.7068958282470703,1.4146355941565638,3.35,31.0,0.0,0.0,2.5449349880218506,1.1788120380767848,3.8499999999999996,34.0,0.0
"""How to use Instant Vortex Plus for toasting nuts?""",0.0,0.6909332275390625,0.0,3.15,33.0,0.0,0.0,3.307783365249634,0.9069517766856449,3.5999999999999996,30.5,0.0
"""How to use Instant Vortex Plus for roasting chicken?""",0.0,0.6448564529418945,1.5507327180222554,3.25,28.5,0.0,0.0,7.319532155990601,1.7760697983084428,3.4,36.5,0.0
"""How to set up Instant Vortex Plus?""",0.0,0.778937578201294,2.567599838510757,3.2,23.0,0.0,0.0,6.690150260925293,1.3452612645433675,3.5,22.5,0.0
"""How to replace a solenoid on Rachio Smart Sprinkler Controller?""",0.0,0.9657902717590332,2.0708429754169084,3.0,32.5,0.0,0.0,5.848102331161499,1.5389607586109764,3.7,28.0,0.0
"""How to enable notifications for Rachio Smart Sprinkler Controller?""",0.0,0.6567695140838623,1.522604168669439,3.0,19.499999999999996,0.0,0.0,6.6570069789886475,1.502176583494984,3.0999999999999996,23.0,0.0
"""How to fix Rachio Smart Sprinkler Controller if it keeps restarting?""",0.0,0.6601791381835938,1.514740382058231,3.05,31.5,0.0,0.0,6.4036009311676025,0.9369728164659717,3.3,30.5,0.0
"""How to disable freeze skip on Rachio Smart Sprinkler Controller?""",0.0,0.6533641815185547,1.530539977987287,2.75,17.0,0.0,0.0,4.551517963409424,1.098534607616946,3.3,28.0,0.0
"""How to fix Rachio Smart Sprinkler Controller if watering is skipped unexpectedly?""",0.0,0.6149582862854004,1.626126555736812,3.4000000000000004,33.5,0.0,0.0,6.45104455947876,1.395122900953286,3.7,31.0,0.0
"""How to use weather intelligence with Netro Smart Sprinkler?""",0.0,0.7284657955169678,1.3727480496039268,3.25,30.0,0.0,0.0,6.319130182266235,0.9494977674045073,3.7,31.5,0.0
"""How to fix Netro Smart Sprinkler if it wont connect to Wi-Fi?""",0.0,0.8011887073516846,1.2481454004819579,3.25,28.0,0.0,0.0,5.422495603561401,0.7376677257922815,3.5999999999999996,22.0,0.0
"""How to update firmware on Netro Smart Sprinkler?""",0.0,0.6644017696380615,3.0102267805353966,3.0999999999999996,35.5,0.0,0.0,5.131525039672852,0.7794953681561022,3.55,36.5,0.0
"""How to use the water delay feature on Netro Smart Sprinkler?""",0.0,0.704390287399292,1.4196675023604188,3.5,27.5,0.0,0.0,5.760395526885986,0.867995952129365,3.25,18.5,0.0
"""How to fix Netro Smart Sprinkler if zones are watering at incorrect times?""",0.0,0.7548582553863525,0.0,3.3499999999999996,37.5,0.0,0.0,5.827836513519287,1.7159026298698759,3.8,29.0,0.0
"""How to set up Husqvarna Automower?""",0.0,0.9479885101318359,1.0548651057595848,3.2,34.5,0.0,0.0,7.568279266357422,1.5855651697921205,3.65,30.0,0.0
"""How to connect Husqvarna Automower to Wi-Fi?""",0.0,0.864464521408081,1.156785472664908,3.05,38.0,0.0,0.0,6.1468751430511475,1.301474296097194,3.85,35.5,0.0
"""How to set mowing schedule on Husqvarna Automower?""",0.0,0.6629927158355713,0.0,2.95,38.0,0.0,0.0,5.9203479290008545,0.844544959175702,3.9,34.5,0.0
"""How to fix Husqvarna Automower if it wont connect to Wi-Fi?""",0.0,0.8359057903289795,1.1963070618415197,3.3,11.5,0.0,0.0,6.230677127838135,1.444465796468886,3.4,32.0,0.0
"""How to disable rain sensor on Husqvarna Automower?""",0.0,0.6746807098388672,0.0,3.4,39.5,0.0,0.0,4.578920602798462,0.8735683247180175,3.2,36.5,0.0
"""How to adjust boundary wire settings for Husqvarna Automower?""",0.0,0.6449105739593506,1.5506025802301724,2.95,38.0,0.0,0.0,7.368310928344727,0.5428652562169546,3.25,33.5,0.0
"""How to fix Robomow RS630 if it wont connect to Wi-Fi?""",0.0,0.8231947422027588,1.2147793817574981,3.2,35.0,0.0,0.0,5.894555330276489,1.5268327288027088,3.2,31.5,0.0
"""How to disable a zone on Robomow RS630?""",0.0,0.6725060939788818,1.486975373089322,2.9000000000000004,27.0,0.0,0.0,4.947555065155029,1.010600172035859,3.7,34.0,0.0
"""How to check battery status on Robomow RS630?""",0.0,0.6781253814697266,0.0,3.45,34.0,0.0,0.0,3.955235004425049,1.0113179104473784,3.6500000000000004,34.0,0.0
"""How to troubleshoot Robomow RS630 not mowing?""",0.0,0.6891107559204102,1.4511455399697564,3.4,38.0,0.0,0.0,5.710686683654785,1.57599260799211,3.8499999999999996,35.0,0.0
"""How to disable rain sensor on Robomow RS630?""",0.0,0.7243871688842773,1.380477240568748,3.35,34.5,1.0,0.0,4.159641742706299,1.6828372328638281,3.3499999999999996,37.5,0.0
"""How to connect Robomow RS630 to a GPS module?""",0.0,0.6725878715515137,1.4867945770302227,3.45,41.5,0.0,0.0,3.815861940383911,1.0482559543544725,3.2,23.000000000000004,0.0
"""How to fix Parrot Flower Power if it keeps disconnecting?""",0.0,0.608588695526123,0.0,3.25,31.0,0.0,0.0,5.413762092590332,0.9235721693135537,3.8,27.5,0.0
"""How to set temperature alerts with Parrot Flower Power?""",0.0,0.7423222064971924,1.3471239190294555,3.25,34.5,0.0,0.0,3.5523173809051514,1.1260255126704988,3.55,37.5,0.0
"""How to use Parrot Flower Power with multiple devices?""",0.0,0.719677209854126,1.3895118343427664,3.0,30.0,0.0,0.0,5.910418748855591,1.6919274970051745,4.15,42.5,0.0
"""How to change plant type on Parrot Flower Power?""",0.0,0.6947224140167236,1.4394238329277549,2.9,29.0,0.0,0.0,3.8734185695648193,1.2908493905844236,3.3,41.5,0.0
"""How to reset Parrot Flower Power to factory settings?""",0.0,0.7233254909515381,1.3825034683674509,3.0,38.0,0.0,0.0,3.45947003364563,1.445308082271058,3.3,41.0,0.0
"""How to clean Parrot Flower Power sensor?""",0.0,0.6978504657745361,1.4329717454429183,2.95,36.0,0.0,0.0,3.6258203983306885,1.1031986035048413,3.7,35.0,0.0
"""How to fix Parrot Flower Power if it keeps giving low battery alerts?""",0.0,0.582726001739502,1.7160723856735056,2.95,26.5,0.0,0.0,5.354913711547852,1.1204662340416405,3.25,34.0,0.0
"""How to share plant data with others using Parrot Flower Power?""",0.0,0.7493979930877686,2.6688088551780376,3.3,37.5,0.0,0.0,5.140079736709595,1.7509456002644936,3.25,41.0,0.0
"""How to use Parrot Flower Power to monitor indoor plants?""",0.0,0.7923493385314941,1.2620695839191929,3.0,23.0,0.0,0.0,6.848313808441162,1.3141921138172161,3.4,33.5,0.0
"""How to enable energy-saving mode on Parrot Flower Power?""",0.0,0.7092349529266357,1.4099699907239793,3.05,16.500000000000004,0.0,0.0,3.8720216751098633,1.2913150853834692,4.199999999999999,32.0,0.0
"""How to set up multiple plants with VegTrug Grow Care?""",0.0,0.7646009922027588,1.3078717006607128,3.3499999999999996,23.5,0.0,0.0,6.114278793334961,1.4719642829845476,3.7,24.5,0.0
"""How to enable notifications for VegTrug Grow Care?""",0.0,0.7246832847595215,1.3799131579679391,2.95,24.0,0.0,0.0,2.519765615463257,0.7937246177678643,3.75,36.0,0.0
"""How to replace the battery in VegTrug Grow Care?""",0.0,0.8476371765136719,2.3595000967562236,3.0999999999999996,27.0,0.0,0.0,4.33015251159668,1.8475099845966785,3.2,20.5,0.0
"""How to set fertilizer reminders with VegTrug Grow Care?""",0.0,0.6265518665313721,1.596037061600581,3.05,32.5,0.0,0.0,3.6558287143707275,1.0941431649338904,3.3,40.0,0.0
"""How to fix VegTrug Grow Care if it wont update firmware?""",0.0,0.6678905487060547,1.4972513115157144,2.8,31.5,0.0,0.0,5.826550245285034,0.8581407161197963,3.5999999999999996,27.0,0.0
"""How to change plant type on VegTrug Grow Care?""",0.0,0.6589527130126953,1.5175595763573775,2.9,32.5,0.0,0.0,3.867781162261963,1.5512770108460057,3.75,32.0,0.0
"""How to fix VegTrug Grow Care if it is overheating?""",0.0,0.6749496459960938,1.4815920060574088,2.8,30.0,0.0,0.0,6.632475852966309,1.206186072494722,3.7,31.0,0.0
"""How to set up Bosch Connected Devices?""",0.0,0.7625834941864014,1.3113318182502602,2.95,14.500000000000004,0.0,0.0,6.846474885940552,1.0224239651233449,4.0,32.5,0.0
"""How to enable data sharing for Bosch Connected Devices?""",0.0,0.6634495258331299,1.5072736674931462,3.25,25.5,0.0,0.0,6.72871208190918,1.486168508663433,3.2,25.5,0.0
"""How to fix Bosch Connected Devices if the app cannot detect it?""",0.0,0.73185133934021,0.0,3.4,30.0,0.0,0.0,5.661377191543579,1.4130837302184105,3.65,37.0,0.0
"""How to fix Texas Instruments SensorTag if it wont connect to Bluetooth?""",0.0,0.7064287662506104,1.4155708937316036,2.8,24.5,0.0,0.0,5.827136039733887,1.0296653380122514,3.8499999999999996,32.5,0.0
"""How to enable notifications for Texas Instruments SensorTag?""",0.0,0.6974940299987793,1.4337040275467887,3.2,28.0,0.0,0.0,5.183141469955444,0.9646659326160422,3.75,24.0,0.0
"""How to use Texas Instruments SensorTag to monitor temperature?""",0.0,0.6762080192565918,1.4788348725862028,3.25,32.5,0.0,0.0,5.443238735198975,0.7348566165452496,3.45,32.5,0.0
"""How to set up multiple SensorTags in the app?""",0.0,0.6100831031799316,3.278241914213975,2.6500000000000004,24.5,0.0,0.0,12.768816947937012,1.3313684477828893,3.95,40.0,0.0
"""How to fix Texas Instruments SensorTag if the LED is not working?""",0.0,0.6680080890655518,2.9939757208567586,3.25,22.0,1.0,0.0,6.04246711730957,0.8274765758628936,3.7,31.5,0.0
"""How to fix Texas Instruments SensorTag if it is not measuring temperature correctly?""",0.0,0.6950609683990479,1.4387227099057238,3.35,28.0,0.0,0.0,6.36587381362915,1.2567010019696059,3.25,41.5,0.0
"""How to enable cloud storage for Texas Instruments SensorTag data?""",0.0,0.6820604801177979,1.4661456412580622,3.25,31.5,0.0,0.0,7.928725242614746,0.8828657553144936,3.3,21.0,0.0
"""How to set up temperature logging on Texas Instruments SensorTag?""",0.0,0.6611340045928955,1.5125526641378209,3.0,34.0,0.0,0.0,6.9997453689575195,1.7143480751764528,3.8,32.0,0.0
"""How to enable developer mode on Texas Instruments SensorTag?""",0.0,0.6305043697357178,0.0,3.0,28.0,0.0,0.0,4.815492630004883,0.8306522940311117,3.5999999999999996,22.5,0.0
"""How to enable power saving mode on Honeywell Smart Sensors?""",0.0,0.6241683959960938,1.6021317426737334,3.35,32.5,0.0,0.0,4.168393135070801,0.9596023864326623,3.5,22.5,0.0
"""How to update the Honeywell Home app?""",0.0,0.6425302028656006,1.5563470721608195,3.5,32.0,0.0,0.0,4.856082439422607,1.029636556293114,3.15,31.0,0.0
"""How to fix Honeywell Smart Sensors if they are not measuring temperature correctly?""",0.0,0.7072601318359375,1.4139069275730922,3.0999999999999996,40.5,0.0,0.0,5.250304698944092,0.9523256814043815,3.75,38.5,0.0
"""How to fix Honeywell Smart Sensors if they are not turning on?""",0.0,0.6862578392028809,1.4571782541101974,3.3499999999999996,29.5,0.0,0.0,6.2103846073150635,1.1271443626465625,3.75,33.0,0.0
"""How to fix Honeywell Smart Sensors if the app cannot detect it?""",0.0,0.5883855819702148,1.6995657790433625,3.3,29.0,0.0,0.0,5.756276845932007,0.6948936104122352,3.45,21.0,0.0
"""How to set up custom alerts for Honeywell Smart Sensors?""",0.0,0.6644353866577148,1.5050372392556546,3.0,31.0,0.0,0.0,4.288517713546753,0.6995424061157188,3.5999999999999996,31.5,0.0
"""How to disable power saving mode on Samsara Asset IoT?""",0.0,0.6652297973632812,1.5032399389845605,3.2,33.0,0.0,0.0,3.472416639328003,1.4399193758529447,3.05,32.0,0.0
"""How to enable vacation mode for Samsara Asset IoT?""",0.0,0.6597456932067871,1.5157355482510986,3.2,29.0,0.0,0.0,4.105312824249268,1.7051075763696848,3.7,40.5,0.0
"""How to export data from Samsara Asset IoT to CSV?""",0.0,0.6075267791748047,1.6460179769574292,3.25,31.5,0.0,0.0,4.99343466758728,1.4018407100506651,3.7,32.5,0.0
"""How to disable specific alerts on Samsara Asset IoT?""",0.0,0.6622283458709717,1.5100531504489996,2.9000000000000004,39.5,0.0,0.0,3.758211135864258,1.5965042364821416,3.35,36.5,0.0
"""How to link Samsara Asset IoT with other smart devices?""",0.0,0.6572904586791992,1.5213974077891734,2.8,40.0,0.0,0.0,7.0376365184783936,0.8525589499042369,3.4,20.0,0.0
"""How to update firmware on Teltonika TMT250?""",0.0,0.6811826229095459,1.4680351000848715,2.95,32.0,0.0,0.0,6.955909967422485,1.5813890708076916,4.1,20.5,0.0
"""How to use Teltonika TMT250 to monitor location?""",0.0,0.8075494766235352,2.476628439362539,3.2,32.5,0.0,0.0,6.890707492828369,0.8707378750650551,3.5999999999999996,18.499999999999996,0.0
